                                                  

        SCF,CCSD
   -145.41642697,   -146.25965940
   -145.42038868,   -146.30656346
   -145.30538654,   -146.12327721
   -145.27024920,   -146.11471576
   -145.18539609,   -145.98357927
   -145.01406328,   -145.79796588
   -144.45352495,   -145.19010667
   -143.24028520,   -143.91349569
   -141.45705333,   -142.07400424
   -139.06232940,   -139.62753140
   -136.07025373,   -136.57511377
   -132.15537557,   -132.63470894
   -127.56775985,   -128.01181139
   -122.22734081,   -122.63772801
   -116.10637762,   -116.48398574
   -109.23633316,   -109.57073395
    -76.78339491,    -76.95080375
    -35.35289627,    -35.42465317
                                                  
