     Z,SCF,CCSD
   1.679,   -126.8799500,   -127.6569201
   1.629,   -126.8803418,   -127.6597998
   1.579,   -126.8798322,   -127.6618535
   1.529,   -126.8782376,   -127.6628185
   1.479,   -126.8753265,   -127.6623827
   1.429,   -126.8707981,   -127.6601492
   1.379,   -126.8642537,   -127.6556360
   1.329,   -126.8551653,   -127.6482488
   1.279,   -126.8428417,   -127.6372460
   1.229,   -126.8263889,   -127.6216942
   1.179,   -126.8046578,   -127.6004097
