z,bind
1.5,0.03761573000015517
1.6,-0.027598179998264527
1.7,-0.06003619999823684
1.8,-0.07323088999832805
1.9,-0.07540095999642915
2.0,-0.0714202799986623
2.1,-0.06416896999648714
2.2,-0.05538610999933269
