Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.2,-104.3881081,-105.0719543,-103.9251262,-104.5501708,-0.49982987,-0.49982987
1.3,-104.4379679,-105.1193512
1.4,-104.4646183,-105.1434615
1.5,-104.4762289,-105.1526724
1.6,-104.4781545,-105.1524510
1.7,-104.4739409,-105.1463923
1.8,-104.4659486,-105.1368912
