z,bind
1.2,-0.021953629999997948
1.3,-0.06935053000000757
1.4,-0.09346082999999716
1.5,-0.10267173000001073
1.6,-0.10245032999999559
1.7,-0.09639162999999862
1.8,-0.08689053000000435
