r bind
1.40   0.14196189
1.50  -0.00596395
1.60  -0.08600599
1.70  -0.12407872
1.80  -0.13663522
1.90  -0.13392312
2.00  -0.12238050
2.10  -0.10588520
2.20  -0.08851786
