     Z,SCF,CCSD
   1.679,   -127.0095788,   -127.7965178
   1.629,   -127.0100184,   -127.7994591
   1.579,   -127.0095611,   -127.8015756
   1.529,   -127.0080238,   -127.8026148
   1.479,   -127.0051763,   -127.8022603
   1.429,   -127.0007196,   -127.8001198
   1.379,   -126.9942579,   -127.7957145
   1.329,   -126.9852660,   -127.7884471
   1.279,   -126.9730555,   -127.7775796
   1.229,   -126.9567349,   -127.7621825
   1.179,   -126.9351577,   -127.7410738
