
     Z,SCF,CCSD
   1.4,   -104.3665018,   -105.0316673
   1.5,   -104.3772937,   -105.0401896
   1.6,   -104.3788210,   -105.0395414
   1.7,   -104.3745321,   -105.0332609
   1.8,   -104.3667050,   -105.0236965
