     Z,SCF,CCSD
   1.4,   -104.1678321,   -104.8362860
   1.5,   -104.1791478,   -104.8452704
   1.6,   -104.1810911,   -104.8449841
   1.7,   -104.1771270,   -104.8389821
   1.8,   -104.1695504,   -104.8296296
