     Z,SCF  ,CCSD
   1.4,   -17827.49008,   -17828.10579
   1.5,   -17827.50128,   -17828.11470
   1.6,   -17827.50311,   -17828.11437
   1.7,   -17827.49905,   -17828.10833
   1.8,   -17827.49139,   -17828.09894

