                                                  

       SCF,CCSD
   -67.42450394,   -67.92170038
   -67.51063233,   -67.97634129
   -67.40340831,   -67.85544340
   -67.48510972,   -68.00140937
   -67.22696580,   -67.66298737
   -67.28032656,   -67.71396363
   -67.06674540,   -67.54214610
   -66.72341864,   -67.12690121
   -65.76429830,   -66.13561292
   -64.32392868,   -64.66727130
   -62.36110063,   -62.67910934
   -61.53450882,   -61.85110487
   -59.88053396,   -60.16637044
   -44.06395775,   -44.20989176
   -21.18490456,   -21.25009558
                                                  
