z,bind
1.2,-0.03916215000092199
1.3,-0.08508215000140046
1.4,-0.1082221499989115
1.5,-0.11682214999993595
1.6,-0.11620214999740858
1.7,-0.10988215000063212
1.8,-0.10023215000066704
