r bind
1.40 0.05016196
1.50 -0.06300537
1.60 -0.12345824
1.70 -0.15056447
1.80 -0.15693786
1.90 -0.15068121
2.00 -0.13689401
2.10 -0.11938505
2.20 -0.10136714
