                                                  

        SCF,CCSD
   -126.51956511,   -127.27187951
   -126.51210669,   -127.28397700
   -126.51386547,   -127.23996969
   -126.43622329,   -127.15793565
   -126.28184247,   -126.96494626
   -126.19229515,   -126.85389142
   -125.63894560,   -126.25636832
   -124.49432972,   -125.05683156
   -122.79912540,   -123.31361336
   -120.55975782,   -121.01903765
    -98.29938025,    -98.61841943
    -69.49772229,    -69.66068340
    -32.15508051,    -32.22719136
                                                  
