z,bind
1.5,0.07001715000373565
1.6,0.004077520003960444
1.7,-0.028893169997132873
1.8,-0.04258943999880671
1.9,-0.04525408999612068
2.0,-0.04131320999945842
2.1,-0.03407241999880739
2.2,-0.02534039999878246
