0: output to I.dmc.o
544: Timestep is 1.15092830882353
816: Timestep is 1.15092830882353
1088: Timestep is 1.15092830882353
1632: Timestep is 1.15092830882353
272: Timestep is 1.15092830882353
545: Timestep is 1.15092830882353
1360: Timestep is 1.15092830882353
1904: Timestep is 1.15092830882353
0: Timestep is 1.15092830882353
1633: Timestep is 1.15092830882353
817: Timestep is 1.15092830882353
1089: Timestep is 1.15092830882353
546: Timestep is 1.15092830882353
273: Timestep is 1.15092830882353
1361: Timestep is 1.15092830882353
1905: Timestep is 1.15092830882353
818: Timestep is 1.15092830882353
1090: Timestep is 1.15092830882353
41: Timestep is 1.15092830882353
1362: Timestep is 1.15092830882353
274: Timestep is 1.15092830882353
1906: Timestep is 1.15092830882353
42: Timestep is 1.15092830882353
1634: Timestep is 1.15092830882353
547: Timestep is 1.15092830882353
819: Timestep is 1.15092830882353
1091: Timestep is 1.15092830882353
275: Timestep is 1.15092830882353
1635: Timestep is 1.15092830882353
548: Timestep is 1.15092830882353
1363: Timestep is 1.15092830882353
1907: Timestep is 1.15092830882353
1636: Timestep is 1.15092830882353
549: Timestep is 1.15092830882353
820: Timestep is 1.15092830882353
1092: Timestep is 1.15092830882353
43: Timestep is 1.15092830882353
1637: Timestep is 1.15092830882353
276: Timestep is 1.15092830882353
1638: Timestep is 1.15092830882353
1364: Timestep is 1.15092830882353
1908: Timestep is 1.15092830882353
821: Timestep is 1.15092830882353
1093: Timestep is 1.15092830882353
44: Timestep is 1.15092830882353
1639: Timestep is 1.15092830882353
550: Timestep is 1.15092830882353
277: Timestep is 1.15092830882353
1365: Timestep is 1.15092830882353
1909: Timestep is 1.15092830882353
551: Timestep is 1.15092830882353
822: Timestep is 1.15092830882353
1094: Timestep is 1.15092830882353
45: Timestep is 1.15092830882353
1640: Timestep is 1.15092830882353
278: Timestep is 1.15092830882353
1366: Timestep is 1.15092830882353
1910: Timestep is 1.15092830882353
823: Timestep is 1.15092830882353
552: Timestep is 1.15092830882353
1095: Timestep is 1.15092830882353
46: Timestep is 1.15092830882353
279: Timestep is 1.15092830882353
553: Timestep is 1.15092830882353
1367: Timestep is 1.15092830882353
1911: Timestep is 1.15092830882353
824: Timestep is 1.15092830882353
1096: Timestep is 1.15092830882353
47: Timestep is 1.15092830882353
280: Timestep is 1.15092830882353
1368: Timestep is 1.15092830882353
1912: Timestep is 1.15092830882353
1641: Timestep is 1.15092830882353
1642: Timestep is 1.15092830882353
825: Timestep is 1.15092830882353
1097: Timestep is 1.15092830882353
1643: Timestep is 1.15092830882353
