                                                  

     Z,SCF,CCSD
   1.885,   -142.7031731,   -143.6874366
   1.835,   -142.6986556,   -143.6885047
   1.785,   -142.6916364,   -143.6880444
   1.735,   -142.6816139,   -143.6855189
   1.685,   -142.6680262,   -143.6801797
   1.635,   -142.6502522,   -143.6710532
   1.585,   -142.6276087,   -143.6569093
   1.535,   -142.5993525,   -143.6362497
   1.485,   -142.5647416,   -143.6072322
                                                  
