     Z,SCF,CCSD
   1.985,   -142.5970782,   -143.5750634
   1.935,   -142.5963259,   -143.5781335
   1.885,   -142.5938960,   -143.5803571
   1.835,   -142.5894098,   -143.5814490
   1.785,   -142.5824281,   -143.5810173
   1.735,   -142.5724503,   -143.5785269
   1.685,   -142.5589148,   -143.5732312
   1.635,   -142.5412001,   -143.5641597
   1.585,   -142.5186226,   -143.5500856
   1.535,   -142.4904393,   -143.5295143
   1.485,   -142.4559095,   -143.5006062

