                                                  

     Z,SCF,CCSD
   1.885,   -142.7865406,   -143.8127079
   1.835,   -142.7820902,   -143.8138217
   1.785,   -142.7751614,   -143.8134316
   1.735,   -142.7652623,   -143.8110035
   1.685,   -142.7518439,   -143.8058159
   1.635,   -142.7343022,   -143.7968816
   1.585,   -142.7119768,   -143.7829926
   1.535,   -142.6841544,   -143.7626669
   1.485,   -142.6501385,   -143.7340992
                                                  
