     Z,SCF,CCSD
   1.5,   -119.21393729,   -120.16053050
   1.6,   -119.25415797,   -120.20886505
   1.7,   -119.26151984,   -120.22483802
   1.8,   -119.24997916,   -120.22215834
   1.9,   -119.22859013,   -120.20964733
