     Z,SCF,CCSD
   1.5,   -119.56083049,   -120.50872595
   1.6,   -119.60261550,   -120.55853962
   1.7,   -119.61096202,   -120.57547132
   1.8,   -119.59998752,   -120.57338667
   1.9,   -119.57885296,   -120.56119933
