
     Z,SCF,CCSD
   1.5,	  -119.5756301,   -120.5264696
   1.6,   -119.6153897,   -120.5742917
   1.7,   -119.6220922,   -120.5896726
   1.8,   -119.6098159,   -120.5864266
   1.9,   -119.5876791,   -120.5734050
