
     Z,SCF,CCSD
   1.5,    -119.52834693,   -120.48370174
   1.6,    -119.56725795,   -120.53090581
   1.7,    -119.57275540,   -120.54557804
   1.8,    -119.55883054,   -120.54149685
   1.9,    -119.53457492,   -120.52746151
