energy   error   state
-271.5208275 0.001864067183 2.2
-271.5411836 0.001851777344 2.3
-271.5502444 0.001935720152 2.4
-271.5521519 0.00172408844 2.5
-271.5495092 0.00138893797 2.6
-271.5459398 0.001600650851 2.7
-271.53729 0.001657570269 2.8
