                                                  

        SCF,CCSD
   -118.43374880,   -119.09473117
   -118.44876581,   -119.17072632
   -118.42059300,   -119.08336252
   -118.40044787,   -119.07673797
   -118.15258933,   -118.76486993
   -118.14476251,   -118.73904060
   -117.53356613,   -118.07903713
   -116.45938364,   -116.94999774
   -114.88880549,   -115.33159168
   -113.70930473,   -114.13056841
   -112.82969391,   -113.21771297
    -95.80565939,    -96.22976502
    -92.67283547,    -92.93519344
    -65.87519695,    -66.00142886
    -31.19742607,    -31.24820371
                                                  
