z,bind
1.679000,-0.082692
1.629000,-0.085615
1.579000,-0.087715
1.529000,-0.088738
1.479000,-0.088367
1.429000,-0.086208
1.379000,-0.081776
1.329000,-0.074473
1.279000,-0.063555
1.229000,-0.048089
1.179000,-0.026894
