                                                  

       SCF,CCSD
   -67.35231675,   -67.84514992
   -67.43098873,   -67.89186405
   -67.31639702,   -67.76413719
   -67.40460803,   -67.91869932
   -67.15193351,   -67.58286566
   -67.19280769,   -67.62090062
   -67.00431517,   -67.47305046
   -66.63942848,   -67.03742298
   -65.68763323,   -66.05362078
   -64.25911345,   -64.59726550
   -62.31322570,   -62.62613015
   -61.49906679,   -61.81019812
   -59.85510083,   -60.13618220
   -44.10283476,   -44.24372459
   -21.35007968,   -21.41004650
                                                  
