                                                  

       SCF,CCSD
   -66.95699839,   -67.44330276
   -67.04923553,   -67.49841613
   -66.94270366,   -67.37785162
   -67.02367073,   -67.52298495
   -66.76020967,   -67.18082487
   -66.81999070,   -67.23710015
   -66.59467438,   -67.05886338
   -66.25796768,   -66.64589754
   -65.29584041,   -65.65278779
   -63.85656400,   -64.18690033
   -61.90114743,   -62.20769049
   -61.08303371,   -61.38992566
   -59.43649771,   -59.71316695
   -43.72455771,   -43.86633209
   -21.00203673,   -21.06756653
                                                  
