     Z,SCF,CCSD
   1.679,   -127.1935321,   -127.9676004
   1.629,   -127.1938978,   -127.9704811
   1.579,   -127.1933571,   -127.9725392
   1.529,   -127.1917267,   -127.9735140
   1.479,   -127.1887774,   -127.9730944
   1.429,   -127.1842118,   -127.9708833
   1.379,   -127.1776356,   -127.9663981
   1.329,   -127.1685254,   -127.9590445
   1.279,   -127.1561936,   -127.9480816
   1.229,   -127.1397490,   -127.9325777
   1.179,   -127.1180450,   -127.9113539
