z,bind
1.3,0.04280561000000016
1.4,-0.014378700000000078
1.5,-0.0500024899999999
1.6,-0.07070070999999978
1.7,-0.08115022999999966
1.8,-0.08464099999999963
1.9,-0.08348354999999963
2.0,-0.07930134999999983
2.1,-0.07323640999999992
2.2,-0.06609649999999967
