                                                  

     Z,SCF,CCSD
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   0.0,     0.00000000,     0.00000000
   2.2,   -20.93536164,   -21.37278363
                                                  
