z,bind
1.985,-0.07292806000001306
1.935,-0.0758963600000051
1.885,-0.07800226000000876
1.835,-0.07895146000001674
1.785,-0.0783459600000107
1.735,-0.07564135999999522
1.685,-0.07007946000002008
1.635,-0.06068196000001436
1.585,-0.04621436000002532
1.535,-0.02517626000002693
1.485,0.00428043999999872
