Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.5,   -18487.92724,   -18488.87958,    -18413.16835,   -18413.78586,   -74.85920120,   -75.03694110
1.6,   -18487.96780,   -18488.92718,	0,	0,	0,	0
1.7,   -18487.97792,   -18488.94355,	0,	0,	0,	0
1.8,   -18487.97124,   -18488.94255,	0,	0,	0,	0
1.9,   -18487.95622,   -18488.93316,	0,	0,	0,	0
2.0,   -18487.93838,   -18488.92166,	0,	0,	0,	0
                                                  
