z,bind
1.5,0.03950835999999214
1.6,-0.026527740000027222
1.7,-0.0594774400000162
1.8,-0.072962340000025
1.9,-0.07529364000000527
2.0,-0.07142474000001897
2.1,-0.06426814000001713
2.2,-0.05557174000002618
