                                                  

     Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   1.5,   -150.7030447,   -151.7241327,   -135.1753953,   -135.8974201,   -15.68703503,   -15.86622096
   1.6,   -150.7804743,   -151.7901688,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.7,   -150.8256756,   -151.8231185,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.8,   -150.8498996,   -151.8366034,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.9,   -150.8605774,   -151.8389347,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.0,   -150.8625964,   -151.8350658,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.1,   -150.8591783,   -151.8279092,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.2,   -150.8524464,   -151.8192128,      0.0000000,      0.0000000,     0.00000000,     0.00000000
                                                  
