
     Z,SCF,CCSD
   1.4,   -104.5274616,   -105.1997893
   1.5,   -104.5384107,   -105.2084572
   1.6,   -104.5400156,   -105.2078998
   1.7,   -104.5357450,   -105.2016726
   1.8,   -104.5278925,   -105.1921370

