     Z,SCF,CCSD
   1.4,   -104.3212593,   -104.9843751
   1.5,   -104.3321208,   -104.9929680
   1.6,   -104.3337162,   -104.9923828
   1.7,   -104.3294909,   -104.9861568
   1.8,   -104.3217213,   -104.9766405

