Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-5.75396758,-5.89545092,-5.31376758,-5.39457849,-0.49982987,-0.49982987
1.5,-5.78307804,-5.92454943,,,,
1.6,-5.79904846,-5.94073897,,,,
1.7,-5.80590803,-5.94803732,,,,
1.8,-5.80650224,-5.94929003,,,,
1.9,-5.80283945,-5.94651071,,,,
2.0,-5.79633779,-5.94112307,,,,
2.1,-5.78799989,-5.93413456,,,,
2.2,-5.77853534,-5.92626047,,,,

