energy   error   state
-293.8663177 0.0006917553122 2.2
-293.8838366 0.0006129760626 2.3
-293.8925851 0.0007710464608 2.4
-293.8953575 0.0008072888065 2.5
-293.8962158 0.0007221220069 2.6
-293.8941278 0.0006908282767 2.7
