z,bind
1.2,-0.03738053000000641
1.3,-0.08375272999999972
1.4,-0.10725053000000095
1.5,-0.11615333000000228
1.6,-0.1158388300000005
1.7,-0.10983513000000678
1.8,-0.10048462999999608
