
     Z,SCF,CCSD
   1.5,   -119.3676175,   -120.3093090
   1.6,   -119.4072682,   -120.3570420
   1.7,   -119.4141882,   -120.3725428
   1.8,   -119.4023553,   -120.3695319
   1.9,   -119.3808263,   -120.3568340
