z,bind
1.2,-0.019914649996937095
1.3,-0.06115289999681556
1.4,-0.08084320999725753
1.5,-0.0871624899980103
1.6,-0.08529641999732268
1.7,-0.07927192999952387
1.8,-0.06986721999666917
1.9,-0.05919480999611698
2.0,-0.04817192999937253
