                                                  

     Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   1.2,-19012.97007,-19013.72769,-19012.51200,-19013.17863,-0.49982785,-0.49982785
   1.3,-19013.02850,-19013.76908,
   1.4,-19013.05989,-19013.78896,
   1.5,-19013.07380,-19013.79545,
   1.6,-19013.07639,-19013.79376,
   1.7,-19013.07168,-19013.78720,
   1.8,-19013.06233,-19013.77794,
   1.9,-19013.05013,-19013.76739,
   2.0,-19013.03625,-19013.75646,
                                                  
