          1  1110100000                  0.0575   -0.2399    0.0000
          2  0111100000                  0.0011    0.0329    0.0000
          3  1100011000                  0.4291   -0.6551    0.0000
          6  0011011000                  0.0230    0.1517    0.0000
          8  1010010100                  0.0126    0.1121    0.0000
          9  0101010100                  0.0518   -0.2276    0.0000
         11  0110001100                  0.0303    0.1741    0.0000
         13  0100110010                  0.0288    0.1696    0.0000
         14  0010110010                  0.0032   -0.0570    0.0000
         16  1010001010                  0.0518   -0.2276    0.0000
         17  0101001010                  0.0713    0.2670    0.0000
         18  0011001010                  0.0017    0.0416    0.0000
         19  1100000110                  0.0230    0.1517    0.0000
         21  0101000110                  0.0017    0.0416    0.0000
         22  0011000110                  0.0090   -0.0949    0.0000
         23  1000110001                  0.0888    0.2980    0.0000
         25  1001001001                  0.0288    0.1696    0.0000
         27  0010101001                  0.0017   -0.0416    0.0000
         28  1001000101                  0.0032   -0.0570    0.0000
         29  0100100101                  0.0017   -0.0416    0.0000
         30  0010100101                  0.0090   -0.0949    0.0000
         31  0000011101                  0.0575   -0.2399    0.0000
         33  0001100011                  0.0090   -0.0949    0.0000
         34  0000001111                  0.0011    0.0329    0.0000
