                                                  

     Z,SCF,CCSD
   0.0,    0.00000000,    0.00000000
   0.0,    0.00000000,    0.00000000
   0.0,    0.00000000,    0.00000000
   0.0,    0.00000000,    0.00000000
   0.0,    0.00000000,    0.00000000
   0.0,    0.00000000,    0.00000000
   0.0,    0.00000000,    0.00000000
   0.0,    0.00000000,    0.00000000
   2.1,   -5.85665473,   -5.97656777
                                                  
