energy   error   state
-10.82525167 0.0002035032465 2.35
-10.84825846 0.0002159927261 2.45
-10.85810187 0.0004383200475 2.55
-10.85957345 0.0002384865845 2.65
-10.85551448 0.0003089271515 2.75
-10.85002309 0.0002064923903 2.85
-10.84103103 0.0002169239782 2.95
