r bind
1.2 0.310062
1.3 0.074884
1.4 -0.066217
1.5 -0.144972
1.6 -0.182004
1.7 -0.191909
1.8 -0.185114
1.9 -0.16894
2.0 -0.148396
2.1 -0.126986
