                                                  

         SCF
   -5197.695118
   -5197.696391
   -5197.596262
   -5197.514530
   -5197.477979
   -5197.269904
   -5196.731710
   -5195.497086
   -5193.687135
   -5191.260608
   -5188.229156
   -5184.279612
   -5179.650440
   -5174.263518
   -5168.090398
   -5161.158053
   -5128.802211
   -5087.491692
                                                  
