                                                  

         SCF
   -5197.685345
   -5197.686513
   -5197.586483
   -5197.504770
   -5197.468204
   -5197.260146
   -5196.721955
   -5195.487311
   -5193.677328
   -5191.250757
   -5188.219258
   -5184.269731
   -5179.640632
   -5174.253853
   -5168.080934
   -5161.148823
   -5128.793018
   -5087.482608
                                                  
