                                                  

       SCF,CCSD
   -30.33803576,   -30.55929281
   -30.29953182,   -30.49355570
   -30.26777848,   -30.45727464
   -30.16335248,   -30.35304371
   -30.09050515,   -30.26313042
   -29.77979004,   -29.95227759
                                                  
