                                                  

        SCF,CCSD
   -146.09135765,   -146.96623588
   -146.09586240,   -147.01464767
   -145.97882427,   -146.82823568
   -145.94803189,   -146.82334043
   -145.85789996,   -146.68689049
   -145.68960211,   -146.50334498
   -145.12502274,   -145.89083063
   -143.91005883,   -144.61040124
   -142.12401069,   -142.76539509
   -139.72543916,   -140.31176191
   -136.72912070,   -137.25138718
   -132.80618442,   -133.30104130
   -128.21051418,   -128.66797584
   -122.86223442,   -123.28379465
   -116.73440576,   -117.12076478
   -109.85993053,   -110.20020973
    -77.19594968,    -77.36416485
    -35.53641638,    -35.60872430
                                                  
