                                                  

        SCF,CCSD
   -146.09133502,   -146.93508566
   -146.09578299,   -146.98330747
   -145.97880043,   -146.79710080
   -145.94800941,   -146.79359257
   -145.85787615,   -146.65586259
   -145.68957889,   -146.47383452
   -145.12499878,   -145.86149807
   -143.91003659,   -144.58321659
   -142.12398876,   -142.74103579
   -139.72541575,   -140.29087482
   -136.72909511,   -137.23413560
   -132.80615652,   -133.28585814
   -128.21048398,   -128.65487478
   -122.86220195,   -123.27279419
   -116.73437108,   -117.11190877
   -109.85989376,   -110.19366137
    -77.19592979,    -77.36263337
    -35.53641678,    -35.60860374
                                                  
