        SCF,CCSD
   -103.78665254,   -104.39754939
   -103.78285375,   -104.38723990
   -103.68929623,   -104.32287646
   -103.52989787,   -104.07191389
   -103.50066952,   -104.05914380
   -103.78882636,   -104.45527366
   -102.92691041,   -103.42513804
   -101.91555286,   -102.36258182
   -100.46511050,   -100.85418859
    -98.30900847,    -98.67431079
    -95.63827783,    -95.97452920
    -92.38704270,    -92.69707619
    -88.53160723,    -88.81707135
    -86.64774562,    -87.00613891
    -84.09661702,    -84.35192809
    -28.75566077,    -28.80673980
