        SCF,CCSD
   -103.73546693,   -104.33211137
   -103.73099568,   -104.32083000
   -103.63692525,   -104.25605028
   -103.47889089,   -104.00673477
   -103.44885867,   -103.99291644
   -103.73707006,   -104.38913031
   -102.87640128,   -103.36073980
   -101.86703349,   -102.30094102
   -100.41910923,   -100.79619877
    -98.26640701,    -98.62092615
    -95.59935413,    -95.92637300
    -92.35199528,    -92.65448706
    -88.50047788,    -88.78017814
    -86.55332195,    -86.90428898
    -84.06924290,    -84.32095131
    -28.72119502,    -28.77167894
