        SCF,CCSD
   -103.76354184,   -104.37277193
   -103.75974612,   -104.36255053
   -103.66619917,   -104.29820523
   -103.50679887,   -104.04740151
   -103.47755322,   -104.03460753
   -103.76573007,   -104.43043805
   -102.90383934,   -103.40083967
   -101.89256084,   -102.33856825
   -100.44217736,   -100.83041074
    -98.28609814,    -98.65078880
    -95.61523797,    -95.95107189
    -92.36365861,    -92.67344682
    -88.50759260,    -88.79295289
    -86.62442694,    -86.98168714
    -84.07161969,    -84.32690779
    -28.73284578,    -28.78322513
