        SCF,CCSD
   -103.76322550,   -104.37207031
   -103.75944375,   -104.36185601
   -103.66590840,   -104.29752040
   -103.50646432,   -104.04669461
   -103.47721432,   -104.03389398
   -103.76543778,   -104.42975024
   -102.90346050,   -103.40010984
   -101.89216031,   -102.33784197
   -100.44178191,   -100.82971128
    -98.28573537,    -98.65014538
    -95.61495528,    -95.95053465
    -92.36351703,    -92.67307635
    -88.50766681,    -88.79282246
    -86.62414784,    -86.98095622
    -84.07199556,    -84.32710791
    -28.73203974,    -28.78234632
