z,bind
1.5,0.04574109999961706
1.6,-0.022728899998725183
1.7,-0.05721889999691143
1.8,-0.0716288999966821
1.9,-0.07449889999693937
2.0,-0.07089889999693355
2.1,-0.06380889999778105
2.2,-0.0550288999976658
