          SCF
 -20095.58622722 
 -20095.58596727 
 -20095.35348578 
 -20095.28003409 
 -20095.17279292 
 -20094.72309490 
 -20094.56675485 
 -20094.34801472 
 -20094.19466098 
 -20093.89307752 
 -20093.68350790 
 -20092.50464984 
 -20092.18696926 
 -20091.73784520 
 -20091.61018695 
