z,bind
1.2,-0.037552150001576245
1.3,-0.08409215000094411
1.4,-0.10766215000214435
1.5,-0.11657214999897553
1.6,-0.11624215000003607
1.7,-0.11020215000346217
1.8,-0.10081215000056692
