                                                  

     Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   2.35,   -10.61607291,   -10.87378040,   -5.32756740,   -5.40384653,   -5.32756740,   -5.40384653
   2.45,   -10.62937441,   -10.89182847,    0.00000000,    0.00000000,    0.00000000,    0.00000000
   2.55,   -10.63255176,   -10.90014292,    0.00000000,    0.00000000,    0.00000000,    0.00000000
   2.65,   -10.62850850,   -10.90163398,    0.00000000,    0.00000000,    0.00000000,    0.00000000
   2.75,   -10.61940270,   -10.89847106,    0.00000000,    0.00000000,    0.00000000,    0.00000000
   2.85,   -10.60683272,   -10.89226898,    0.00000000,    0.00000000,    0.00000000,    0.00000000
   2.95,   -10.59198123,   -10.88423729,    0.00000000,    0.00000000,    0.00000000,    0.00000000
                                                  
