z,bind
1.2,-0.05304833000003761
1.3,-0.09378093000002174
1.4,-0.11305993000000492
1.5,-0.11903823000001446
1.6,-0.11688683000001199
1.7,-0.10993033000003927
1.8,-0.10033483000002186
1.9,-0.08950192999999651
2.0,-0.07834403000002432
