z,bind
1.985,-0.07114076000000935
1.935,-0.0738766599999856
1.885,-0.0757045599999806
1.835,-0.0763272600000171
1.785,-0.07534226000000288
1.735,-0.07220295999998783
1.685,-0.06615326000001076
1.635,-0.05621395999999734
1.585,-0.04115426000000255
1.535,-0.01947265999998038
1.485,0.010684040000011663
