

        SCF,CCSD
   -126.49839627,   -127.26049020
   -126.49286598,   -127.27320479
   -126.49282994,   -127.22893306
   -126.41571226,   -127.14742911
   -126.25945099,   -126.95235302
   -126.17066352,   -126.84212795
   -125.61483680,   -126.24185452
   -124.46843378,   -125.04016295
   -122.77161935,   -123.29482417
   -120.53066807,   -120.99805234
    -98.27915335,    -98.60129495
    -69.55094794,    -69.71429442
    -32.23516443,    -32.30616889
