                                                  

        SCF,CCSD
   -146.05245544,   -146.81320707
   -146.05685357,   -146.86046086
   -145.93969051,   -146.67517731
   -145.90849530,   -146.67426815
   -145.81909355,   -146.53516033
   -145.65019933,   -146.35587154
   -145.08597709,   -145.74496730
   -143.87088345,   -144.47161934
   -142.08481320,   -142.63536630
   -139.68631977,   -140.19222137
   -136.69020515,   -137.14345541
   -132.76726750,   -133.20124088
   -128.17182143,   -128.57693202
   -122.82409008,   -123.20236146
   -116.69726489,   -117.04991532
   -109.82441306,   -110.14068507
    -77.11710414,    -77.27853108
    -35.51417918,    -35.58440982
                                                  
